zipcode,city,state,state_name,latitude,longitude,population_2010,land_sq_miles,density_per_sq_mile
22845,Orkney Springs,VA,Virginia,38.788499,-78.81488,33,1.321,24.98107494
20129,Paeonian Springs,VA,Virginia,39.149032,-77.61471,618,3.212,192.4034869
24131,Paint Bank,VA,Virginia,37.562902,-80.2538,140,43.168,3.243143069
23420,Painter,VA,Virginia,37.589068,-75.79947,2376,32.425,73.2767926
23958,Pamplin,VA,Virginia,37.264896,-78.66558,3170,97.811,32.4094427
20130,Paris,VA,Virginia,39.008532,-77.94907,281,8.279,33.94129726
23421,Parksley,VA,Virginia,37.780966,-75.64895,4255,32.32,131.6522277
24132,Parrott,VA,Virginia,37.210996,-80.62751,460,11.723,39.23910262
22534,Partlow,VA,Virginia,38.08157,-77.66795,2796,33.94,82.38067177
24133,Patrick Springs,VA,Virginia,36.677978,-80.13511,2626,43.284,60.6690694
24631,Patterson,VA,Virginia,37.223011,-82.00538,2843,50.602,56.18355006
24134,Pearisburg,VA,Virginia,37.291252,-80.73601,5741,102.627,55.94044452
24137,Penhook,VA,Virginia,36.947422,-79.63536,2582,74.247,34.77581586
24277,Pennington Gap,VA,Virginia,36.756705,-83.04178,5849,52.876,110.6172933
23805,Petersburg,VA,Virginia,37.174217,-77.39008,19490,73.305,265.8754519
23959,Phenix,VA,Virginia,37.094313,-78.77182,1264,58.582,21.57659349
24634,Pilgrims Knob,VA,Virginia,37.250363,-81.89766,574,14.541,39.47458909
24138,Pilot,VA,Virginia,37.048647,-80.32048,1613,27.058,59.61268386
22043,Pimmit,VA,Virginia,38.901311,-77.19777,24302,4.768,5096.895973
23061,Pinero,VA,Virginia,37.414991,-76.52959,21208,156.616,135.4140062
22964,Piney River,VA,Virginia,37.725074,-78.99245,261,7.456,35.00536481
24139,Pittsville,VA,Virginia,37.010279,-79.47217,575,24.471,23.49720077
23156,Plain View,VA,Virginia,37.501267,-76.72389,1555,39.95,38.92365457
24635,Pocahontas,VA,Virginia,37.305821,-81.34697,1650,5.848,282.1477428
23662,Poquoson,VA,Virginia,37.131237,-76.38089,12150,15.317,793.2362734
24471,Port Republic,VA,Virginia,38.310311,-78.80409,1355,16.206,83.61100827
22535,Port Royal,VA,Virginia,38.164219,-77.18217,580,9.582,60.53016072
23701,Portsmouth,VA,Virginia,36.810448,-76.36811,25161,7.554,3330.81811
23702,Portsmouth,VA,Virginia,36.803981,-76.32386,11424,2.529,4517.200474
23704,Portsmouth,VA,Virginia,36.830748,-76.31369,18716,5.063,3696.622556
23708,Portsmouth,VA,Virginia,36.846562,-76.30803,181,0.165,1096.969697
23703,Portsmouth,VA,Virginia,36.867248,-76.38232,25739,14.149,1819.139162
23707,Portsmouth,VA,Virginia,36.835215,-76.3457,14236,4.032,3530.753968
24279,Pound,VA,Virginia,37.10297,-82.59626,5541,80.694,68.66681538
24637,Pounding Mill,VA,Virginia,37.076801,-81.70519,3410,28.461,119.8130775
23139,Powhatan,VA,Virginia,37.55563,-77.90048,24425,239.098,102.154765
22731,Pratts,VA,Virginia,38.345179,-78.26151,139,0.887,156.7080045
23875,Prince George,VA,Virginia,37.235949,-77.30259,10878,35.112,309.8086124
23960,Prospect,VA,Virginia,37.310203,-78.55359,1990,43.005,46.27368911
23140,Providence Forge,VA,Virginia,37.438569,-77.03578,5175,74.924,69.06999092
24301,Pulaski,VA,Virginia,37.053297,-80.7728,14366,80.228,179.0646657
20132,Purcellville,VA,Virginia,39.146479,-77.72798,15900,82.909,191.7765261
22134,Quantico,VA,Virginia,38.503139,-77.33372,6862,23.668,289.927328
23423,Quinby,VA,Virginia,37.549044,-75.73237,344,34.015,10.11318536
23141,Quinton,VA,Virginia,37.506369,-77.15127,6471,36.36,177.970297
22701,Raccoon Ford,VA,Virginia,38.459521,-77.99875,31444,163.411,192.4227867
24142,Radford,VA,Virginia,37.138427,-80.55031,2470,0.099,24949.49495
22732,Radiant,VA,Virginia,38.310141,-78.20098,191,1.691,112.9509166
23962,Randolph,VA,Virginia,37.017706,-78.73668,670,47.257,14.17779377
24472,Raphine,VA,Virginia,37.936577,-79.22828,2271,63.955,35.50934251
22733,Rapidan,VA,Virginia,38.324175,-78.05877,1469,47.492,30.93152531
22538,Rappahannock Aca,VA,Virginia,38.22172,-77.26648,307,13.249,23.17156012
24639,Raven,VA,Virginia,37.136584,-81.89068,3533,42.123,83.87341832
23876,Rawlings,VA,Virginia,36.951449,-77.82402,456,35.928,12.69205077
20140,Rectortown,VA,Virginia,38.918124,-77.87243,0,0,0
23963,Red House,VA,Virginia,37.197072,-78.81694,587,21.813,26.91055792
23964,Red Oak,VA,Virginia,36.780021,-78.62102,1138,44.083,25.81494
22539,Reedville,VA,Virginia,37.854233,-76.27848,2063,17.028,121.1533944
23229,Regency,VA,Virginia,37.593546,-77.56271,32283,14.276,2261.347716
22734,Remington,VA,Virginia,38.52916,-77.80274,3187,30.041,106.0883459
23175,Remlik,VA,Virginia,37.648536,-76.59872,1907,16.284,117.1088185
20190,Reston,VA,Virginia,38.959673,-77.3462,17529,4.506,3890.146471
20191,Reston,VA,Virginia,38.934709,-77.3469,29128,8.224,3541.828794
20194,Reston,VA,Virginia,38.977362,-77.34658,13165,3.155,4172.74168
22735,Reva,VA,Virginia,38.477063,-78.17517,2277,33.194,68.59673435
22542,Rhoadesville,VA,Virginia,38.296355,-77.88379,1950,20.666,94.35788251
23966,Rice,VA,Virginia,37.284087,-78.27559,2337,53.38,43.78044211
24147,Rich Creek,VA,Virginia,37.38389,-80.81734,1201,6.484,185.2251696
22736,Richardsville,VA,Virginia,38.388311,-77.68111,732,28.825,25.39462272
24641,Richlands,VA,Virginia,37.098588,-81.80607,5953,19.071,312.1493367
23298,Richmond,VA,Virginia,37.539694,-77.42815,0,0,0
23220,Richmond,VA,Virginia,37.549396,-77.45739,35545,4.805,7397.502601
23294,Richmond,VA,Virginia,37.633316,-77.54775,17558,4.138,4243.112615
23222,Richmond,VA,Virginia,37.573595,-77.42504,24563,8.302,2958.684654
23223,Richmond,VA,Virginia,37.544746,-77.40085,47677,16.849,2829.663482
23236,Richmond,VA,Virginia,37.475798,-77.58235,25822,14.404,1792.696473
23219,Richmond,VA,Virginia,37.541046,-77.43536,3781,1.534,2464.797914
23226,Richmond,VA,Virginia,37.581696,-77.51709,15805,5.903,2677.452143
23237,Richmond,VA,Virginia,37.406204,-77.4533,21192,20.446,1036.486354
23224,Richmond,VA,Virginia,37.505147,-77.46101,33461,11.662,2869.233408
23221,Richmond,VA,Virginia,37.557626,-77.48844,13680,3.302,4142.943671
23225,Richmond,VA,Virginia,37.51918,-77.49851,39169,14.299,2739.282467
23231,Richmond,VA,Virginia,37.482896,-77.36304,34685,88.298,392.8175044
23233,Ridge,VA,Virginia,37.622465,-77.61965,28908,12.348,2341.107872
24148,Ridgeway,VA,Virginia,36.595224,-79.87353,8013,71.273,112.4268657
22650,Rileyville,VA,Virginia,38.76592,-78.36545,978,28.689,34.0897208
24149,Riner,VA,Virginia,37.011934,-80.41897,3339,53.127,62.84939861
24586,Ringgold,VA,Virginia,36.595244,-79.28647,5562,53.051,104.84251
24150,Ripplemead,VA,Virginia,37.351691,-80.67726,693,55.801,12.41913227
22737,Rixeyville,VA,Virginia,38.588409,-77.98995,2936,40.293,72.86625468
24013,Roanoke,VA,Virginia,37.267137,-79.92645,8684,2.26,3842.477876
24020,Roanoke,VA,Virginia,37.357149,-79.94541,455,0.274,1660.583942
24015,Roanoke,VA,Virginia,37.258787,-79.97816,15255,4.506,3385.486019
24011,Roanoke,VA,Virginia,37.270637,-79.94155,219,0.172,1273.255814
24017,Roanoke,VA,Virginia,37.290886,-79.98256,23392,8.963,2609.840455
24014,Roanoke,VA,Virginia,37.236753,-79.93549,16570,28.629,578.7837507
24012,Roanoke,VA,Virginia,37.305769,-79.92767,29015,20.439,1419.59
24016,Roanoke,VA,Virginia,37.272186,-79.95321,9047,3.247,2786.264244
24473,Rockbridge Baths,VA,Virginia,37.912977,-79.39906,922,54.076,17.05007767
22971,Rockfish,VA,Virginia,37.74747,-78.80233,1735,53.751,32.27846924
23146,Rockville,VA,Virginia,37.725675,-77.69002,3093,33.473,92.40283213
24366,Rocky Gap,VA,Virginia,37.261609,-81.10659,781,27.376,28.52863822
24151,Rocky Mount,VA,Virginia,36.980013,-79.88027,20000,162.515,123.0655632
24281,Rose Hill,VA,Virginia,36.65364,-83.34736,2487,54.979,45.23545354
24280,Rosedale,VA,Virginia,36.954936,-81.94252,823,10.564,77.90609618
22967,Roseland,VA,Virginia,37.79151,-78.98961,1956,78.013,25.07274429
20141,Round Hill,VA,Virginia,39.119917,-77.77328,6131,27.232,225.1395417
24646,Rowe,VA,Virginia,37.14445,-81.99735,750,11.765,63.74840629
24368,Rural Retreat,VA,Virginia,36.889364,-81.28162,4953,82.756,59.85064527
24588,Rustburg,VA,Virginia,37.268024,-79.11686,9647,72.662,132.765407
22546,Ruther Glen,VA,Virginia,37.95969,-77.47733,15850,162.333,97.63880419
24282,Saint Charles,VA,Virginia,36.805965,-83.05467,727,15.77,46.10019023
22652,Saint Davids Chu,VA,Virginia,38.823987,-78.4531,1399,70.305,19.89901145
24283,Saint Paul,VA,Virginia,36.943316,-82.33154,2171,25.556,84.95069651
24153,Salem,VA,Virginia,37.288807,-80.07821,37761,105.053,359.4471362
24370,Saltville,VA,Virginia,36.893445,-81.74825,6572,150.514,43.66371235
23149,Saluda,VA,Virginia,37.5787,-76.60916,3190,50.452,63.22841513
23150,Sandston,VA,Virginia,37.517804,-77.28678,12045,29.803,404.1539442
23153,Sandy Hook,VA,Virginia,37.787745,-77.96916,1334,13.221,100.9000832
24161,Sandy Level,VA,Virginia,36.985629,-79.53939,471,26.446,17.80987673
23426,Sanford,VA,Virginia,37.93359,-75.67692,225,5.204,43.23597233
23967,Saxe,VA,Virginia,36.913228,-78.63611,1118,47.42,23.57654998
23427,Saxis,VA,Virginia,37.92358,-75.72178,243,5.016,48.44497608
22969,Schuyler,VA,Virginia,37.792343,-78.69417,1437,43.715,32.8720119
24589,Scottsburg,VA,Virginia,36.759749,-78.78547,2271,77.692,29.23080883
24590,Scottsville,VA,Virginia,37.806508,-78.48134,8074,166.636,48.45291534
23696,Seaford,VA,Virginia,37.191262,-76.42135,3669,5.609,654.1272954
23878,Sedley,VA,Virginia,36.822024,-77.02404,1118,39.419,28.36195743
24474,Selma,VA,Virginia,37.805268,-79.84752,544,0.643,846.0342146
22044,Seven Corners,VA,Virginia,38.859645,-77.15328,14092,2.187,6443.52995
23163,Shadow,VA,Virginia,37.357742,-76.30136,220,1.979,111.1672562
23110,Shanghai,VA,Virginia,37.571544,-76.78066,794,22.129,35.88051878
22548,Sharps,VA,Virginia,37.825956,-76.70563,73,0.999,73.07307307
24162,Shawsville,VA,Virginia,37.14374,-80.26233,2421,46.694,51.8482032
22849,Shenandoah,VA,Virginia,38.49696,-78.61997,5044,46.987,107.3488412
22847,Shenandoah Caver,VA,Virginia,38.704494,-78.70088,1066,20.759,51.35122116
22952,Sherando,VA,Virginia,37.969657,-78.95712,2029,49.133,41.29607392
24072,Simpsons,VA,Virginia,37.040036,-80.2167,1298,27.777,46.72930842
22850,Singers Glen,VA,Virginia,38.553225,-78.92206,899,12.046,74.63058277
23879,Skippers,VA,Virginia,36.584448,-77.58854,679,33.676,20.16272716
23968,Skipwith,VA,Virginia,36.702863,-78.51218,837,31.648,26.44716886
23430,Smithfield,VA,Virginia,36.978861,-76.63973,17281,100.536,171.8886767
22553,Snell,VA,Virginia,38.207275,-77.64378,13935,44.63,312.2339234
22972,Somerset,VA,Virginia,38.214023,-78.21596,439,14.297,30.70574246
24592,South Boston,VA,Virginia,36.701855,-78.92008,13934,125.615,110.9262429
23970,South Hill,VA,Virginia,36.733874,-78.17287,8254,121.239,68.08040317
24374,Speedwell,VA,Virginia,36.813383,-81.19791,787,28.945,27.18949732
24165,Spencer,VA,Virginia,36.590431,-80.03589,1613,43.388,37.17617774
22740,Sperryville,VA,Virginia,38.636896,-78.24,1313,78.954,16.62993642
24475,Spottswood,VA,Virginia,37.9651,-79.2357,0,0,0
24593,Spout Spring,VA,Virginia,37.320709,-78.91071,1963,36.283,54.10247223
23881,Spring Grove,VA,Virginia,37.181764,-77.0026,2176,119.618,18.19124212
22153,Springfield,VA,Virginia,38.745164,-77.23535,31285,8.884,3521.499325
22150,Springfield,VA,Virginia,38.778243,-77.18562,27105,7.513,3607.746573
23936,Sprouses Corner,VA,Virginia,37.529284,-78.49082,8212,218.444,37.59315889
22554,Stafford,VA,Virginia,38.460395,-77.43266,51463,66.363,775.4772991
24167,Staffordsville,VA,Virginia,37.240021,-80.73083,345,5.305,65.03298775
22851,Stanley,VA,Virginia,38.567459,-78.50696,5956,55.183,107.9317906
24168,Stanleytown,VA,Virginia,36.734651,-79.94572,187,0.991,188.6982846
22654,Star Tannery,VA,Virginia,39.04494,-78.47377,640,61.845,10.34845177
22655,Stephens City,VA,Virginia,39.07814,-78.20713,19328,35.189,549.2625536
22656,Stephenson,VA,Virginia,39.230131,-78.09992,2381,8.386,283.9255903
20165,Sterling,VA,Virginia,39.044855,-77.38701,32383,9.811,3300.682907
20166,Sterling,VA,Virginia,39.004276,-77.43442,9521,17.447,545.7098642
20164,Sterling,VA,Virginia,39.011909,-77.39295,37747,7.411,5093.374713
22741,Stevensburg,VA,Virginia,38.442247,-77.8962,182,8.309,21.90395956
23161,Stevensville,VA,Virginia,37.701245,-76.92919,173,10.845,15.95205164
24179,Stewartsville,VA,Virginia,37.276218,-79.8524,18616,47.269,393.8310521
24285,Stonega,VA,Virginia,36.953228,-82.79025,0,0,0
23882,Stony Creek,VA,Virginia,36.928972,-77.41971,2516,160.263,15.69919445
22657,Strasburg,VA,Virginia,39.00127,-78.36485,10956,61.929,176.9122705
24171,Stuart,VA,Virginia,36.655575,-80.23909,8250,199.69,41.31403676
24477,Stuarts Draft,VA,Virginia,38.01473,-79.02733,10573,48.532,217.8562598
23438,Suffolk,VA,Virginia,36.578692,-76.70129,1818,41.064,44.27235535
23436,Suffolk,VA,Virginia,36.894736,-76.51281,942,1.578,596.9581749
23437,Suffolk,VA,Virginia,36.642645,-76.82272,4283,99.629,42.98949101
23433,Suffolk,VA,Virginia,36.906805,-76.49899,1218,1.7,716.4705882
23432,Suffolk,VA,Virginia,36.871628,-76.56063,1538,13.233,116.22459
23434,Suffolk,VA,Virginia,36.735893,-76.59656,47670,203.413,234.3508035
23435,Suffolk,VA,Virginia,36.84882,-76.46521,27053,39.555,683.9337631
24375,Sugar Grove,VA,Virginia,36.790265,-81.37541,1611,61.558,26.17044089
22742,Sumerduck,VA,Virginia,38.456916,-77.7009,1926,22.161,86.90943549
23883,Surry,VA,Virginia,37.14051,-76.74342,2551,57.145,44.64082597
23885,Sutherland,VA,Virginia,37.191579,-77.56682,2807,33.936,82.71452145
24594,Sutherlin,VA,Virginia,36.635902,-79.1968,1651,54.898,30.07395534
24595,Sweet Briar,VA,Virginia,37.556248,-79.08249,679,1.843,368.4210526
24479,Swoope,VA,Virginia,38.151767,-79.21998,1537,60.519,25.39698277
24649,Swords Creek,VA,Virginia,37.077291,-81.91973,2760,44.268,62.34751965
22743,Syria,VA,Virginia,38.509556,-78.33721,204,60.859,3.352010385
23169,Syringa,VA,Virginia,37.599217,-76.45876,1325,9.33,142.0150054
23693,Tabb,VA,Virginia,37.112915,-76.43591,23292,13.522,1722.526254
23027,Tamworth,VA,Virginia,37.653694,-78.11902,1413,45.588,30.99499868
23440,Tangier,VA,Virginia,37.847652,-75.99404,727,1.787,406.8270845
24377,Tannersville,VA,Virginia,37.000956,-81.54797,348,35.322,9.852216749
22560,Tappahannock,VA,Virginia,37.916172,-76.90656,6704,91.185,73.52086418
23441,Tasley,VA,Virginia,37.711442,-75.70044,171,0.62,275.8064516
24651,Tazewell,VA,Virginia,37.113004,-81.50326,6314,157.063,40.20042913
23442,Temperanceville,VA,Virginia,37.887538,-75.53645,1059,13.352,79.31396046
24174,Thaxton,VA,Virginia,37.357587,-79.66552,2539,34.17,74.30494586
20198,The Plains,VA,Virginia,38.889848,-77.75907,2492,72.819,34.22183771
24502,Timberlake,VA,Virginia,37.362109,-79.21525,43426,27.735,1565.747251
22853,Timberville,VA,Virginia,38.641556,-78.76258,4367,36.479,119.7127114
24630,Tiptop,VA,Virginia,37.155621,-81.49787,6774,65.615,103.2385887
23168,Toano,VA,Virginia,37.403872,-76.81744,6115,23.389,261.4476891
22660,Toms Brook,VA,Virginia,38.949013,-78.43921,1689,9.187,183.84674
22172,Triangle,VA,Virginia,38.557527,-77.35726,8699,12.63,688.7569279
23868,Triplet,VA,Virginia,36.722176,-77.81269,7367,121.267,60.75024533
24378,Trout Dale,VA,Virginia,36.684567,-81.43411,1229,81.993,14.98908443
24175,Troutville,VA,Virginia,37.427597,-79.90595,8818,71.963,122.5351917
22974,Troy,VA,Virginia,37.959376,-78.26353,5385,40.341,133.4870231
22922,Tye River,VA,Virginia,37.69474,-78.93251,1993,50.561,39.41773304
22976,Tyro,VA,Virginia,37.840892,-79.02459,339,38.682,8.763766093
24176,Union Hall,VA,Virginia,37.024494,-79.69241,1360,21.985,61.86035934
22567,Unionville,VA,Virginia,38.233223,-77.91258,3163,47.295,66.87810551
22903,University,VA,Virginia,38.026342,-78.5348,38229,75.654,505.3136648
22738,Uno,VA,Virginia,38.303414,-78.28937,1149,26.997,42.56028448
20184,Upperville,VA,Virginia,38.997904,-77.87487,839,39.644,21.16335385
23887,Valentines,VA,Virginia,36.563755,-77.82652,574,20.418,28.1124498
24656,Vansant,VA,Virginia,37.198005,-82.12193,3404,68.452,49.72827675
24482,Verona,VA,Virginia,38.19958,-78.99553,4872,15.334,317.7253163
24483,Vesuvius,VA,Virginia,37.819652,-79.21508,587,71.981,8.154929773
23974,Victoria,VA,Virginia,36.987595,-78.23285,5012,98.319,50.97692206
22182,Vienna,VA,Virginia,38.922478,-77.2566,24863,11.758,2114.560299
22180,Vienna,VA,Virginia,38.894711,-77.25337,23491,5.813,4041.114743
22181,Vienna,VA,Virginia,38.896361,-77.29102,14879,5.693,2613.560513
22746,Viewtown,VA,Virginia,38.638635,-78.03061,0,0,0
24598,Virgilina,VA,Virginia,36.592597,-78.78207,1984,73.86,26.86163011
23459,Virginia Beach,VA,Virginia,36.926647,-76.02058,1091,1.394,782.6398852
23455,Virginia Beach,VA,Virginia,36.889797,-76.1426,47938,16.354,2931.270637
23456,Virginia Beach,VA,Virginia,36.762459,-76.06139,51748,50.61,1022.485675
23464,Virginia Beach,VA,Virginia,36.799284,-76.17767,72359,16.783,4311.446106
23451,Virginia Beach,VA,Virginia,36.864788,-76.00098,41544,18.431,2254.028539
23461,Virginia Beach,VA,Virginia,36.795328,-75.97768,287,0.061,4704.918033
23452,Virginia Beach,VA,Virginia,36.839209,-76.09333,59321,14.642,4051.427401
23462,Virginia Beach,VA,Virginia,36.839648,-76.15177,61973,11.72,5287.798635
23454,Virginia Beach,VA,Virginia,36.838398,-76.02862,60283,30.612,1969.260421
23480,Wachapreague,VA,Virginia,37.605335,-75.69088,328,1.931,169.8601761
23176,Wake,VA,Virginia,37.571789,-76.41631,656,4.313,152.0983074
23888,Wakefield,VA,Virginia,36.963354,-76.98127,2275,87.192,26.09184329
23177,Walkerton,VA,Virginia,37.728152,-76.99901,616,20.425,30.15911873
23337,Wallops Island,VA,Virginia,37.931216,-75.47192,377,1.825,206.5753425
23178,Ware Neck,VA,Virginia,37.400287,-76.46089,0,0,0
23889,Warfield,VA,Virginia,36.912369,-77.75239,581,33.68,17.25059382
20186,Warrenton,VA,Virginia,38.707135,-77.8145,14557,64.444,225.8860406
20187,Warrenton,VA,Virginia,38.735202,-77.73717,15252,48.49,314.5390802
22747,Washington,VA,Virginia,38.725801,-78.16767,1132,38.818,29.16172909
23180,Water View,VA,Virginia,37.710586,-76.63179,441,10.151,43.44399567
20197,Waterford,VA,Virginia,39.191333,-77.63118,1840,13.432,136.9863014
23890,Waverly,VA,Virginia,37.005989,-77.09819,4249,196.183,21.6583496
22980,Waynesboro,VA,Virginia,38.076547,-78.89839,31451,74.343,423.0526075
24290,Weber City,VA,Virginia,36.617348,-82.5666,1874,4.953,378.3565516
22576,Weems,VA,Virginia,37.680124,-76.44242,1785,11.012,162.0958954
22308,Wellington,VA,Virginia,38.728464,-77.05701,12737,4.494,2834.223409
24485,West Augusta,VA,Virginia,38.270442,-79.33402,389,84.687,4.593385053
23230,West End,VA,Virginia,37.580346,-77.48831,5852,4.17,1403.357314
22102,West Mclean,VA,Virginia,38.938664,-77.22196,21985,10.486,2096.604997
23181,West Point,VA,Virginia,37.559878,-76.83018,5426,65.476,82.87005926
22152,West Springfield,VA,Virginia,38.775716,-77.23131,28550,5.948,4799.932751
24486,Weyers Cave,VA,Virginia,38.290722,-78.92423,3490,22.819,152.9427232
22625,Whitacre,VA,Virginia,39.345906,-78.30975,3641,43.823,83.08422518
23893,White Plains,VA,Virginia,36.628802,-77.92817,454,25.902,17.52760405
22663,White Post,VA,Virginia,39.045019,-78.12417,1536,22.118,69.44570033
24060,Whitethorne,VA,Virginia,37.232027,-80.42127,53311,132.636,401.9346181
24292,Whitetop,VA,Virginia,36.59565,-81.59154,535,26.814,19.95226374
24657,Whitewood,VA,Virginia,37.226416,-81.86739,321,16.704,19.21695402
23184,Wicomico,VA,Virginia,37.285188,-76.5298,0,0,0
22579,Wicomico Church,VA,Virginia,37.807268,-76.31275,155,0.841,184.3043995
23188,Williamsburg,VA,Virginia,37.322936,-76.75793,38733,97.954,395.4202993
23186,Williamsburg,VA,Virginia,37.270994,-76.71722,0,0,0
24380,Willis,VA,Virginia,36.853525,-80.52024,2639,84.398,31.26851347
23894,Wilsons,VA,Virginia,37.127935,-77.83918,673,32.35,20.80370943
22602,Winchester,VA,Virginia,39.158386,-78.24758,28443,110.249,257.9887346
22601,Winchester,VA,Virginia,39.179076,-78.16653,27813,9.871,2817.647655
22603,Winchester,VA,Virginia,39.267257,-78.19396,13910,98.02,141.9098143
22578,Windmill Point,VA,Virginia,37.64424,-76.36034,2510,18.569,135.1715224
23487,Windsor,VA,Virginia,36.828408,-76.73506,6298,94.104,66.92595426
24599,Wingina,VA,Virginia,37.638783,-78.71934,606,46.787,12.95231581
22958,Wintergreen,VA,Virginia,37.905649,-78.90273,1637,29.05,56.35111876
24184,Wirtz,VA,Virginia,37.068743,-79.74911,4705,42.826,109.8631672
24293,Wise,VA,Virginia,36.979817,-82.56963,10791,58.506,184.4426213
23488,Withams,VA,Virginia,37.952168,-75.59681,201,7.273,27.63646363
22989,Woodberry Forest,VA,Virginia,38.292221,-78.11865,112,1.471,76.13868117
22191,Woodbridge,VA,Virginia,38.63275,-77.26786,57598,15.81,3643.137255
22580,Woodford,VA,Virginia,38.095772,-77.44404,5160,89.779,57.47446508
24381,Woodlawn,VA,Virginia,36.714663,-80.82602,3816,51.732,73.76478775
22939,Woodrow Wilson,VA,Virginia,38.104457,-78.97416,5398,16.698,323.2722482
24401,Woodrum,VA,Virginia,38.146216,-79.07625,35499,133.241,266.4270007
22664,Woodstock,VA,Virginia,38.881558,-78.51586,8753,49.987,175.1055274
22749,Woodville,VA,Virginia,38.629058,-78.18057,349,19.248,18.13175395
24185,Woolwine,VA,Virginia,36.806528,-80.26895,854,37.709,22.64711342
23976,Wylliesburg,VA,Virginia,36.848612,-78.59064,230,7.689,29.91286253
24382,Wytheville,VA,Virginia,36.947446,-81.09439,14366,200.192,71.76110934
23897,Yale,VA,Virginia,36.828831,-77.28288,595,59.4,10.01683502
22932,Yancey Mills,VA,Virginia,38.116217,-78.71396,7488,108.361,69.10235232
23690,Yorktown,VA,Virginia,37.227904,-76.51278,3032,7.584,399.7890295
23691,Yorktown,VA,Virginia,37.257932,-76.56076,127,1.825,69.5890411
23898,Zuni,VA,Virginia,36.836423,-76.83731,2223,49.629,44.79235931
98520,Aberdeen,WA,Washington,46.972965,-123.81923,23814,238.777,99.73322389
98220,Acme,WA,Washington,48.681582,-122.1977,634,20.4,31.07843137
99101,Addy,WA,Washington,48.305861,-117.94318,1453,109.504,13.26892168
99001,Airway Heights,WA,Washington,47.642922,-117.59149,6151,7.105,865.7283603
99102,Albion,WA,Washington,46.793604,-117.25208,500,0.231,2164.502165
98001,Algona,WA,Washington,47.303722,-122.26608,31911,18.595,1716.10648
98524,Allyn,WA,Washington,47.374343,-122.8388,3232,14.274,226.425669
99103,Almira,WA,Washington,47.721863,-118.95554,497,227.945,2.180350523
98526,Amanda Park,WA,Washington,47.463965,-124.02938,398,87.014,4.573976601
98601,Amboy,WA,Washington,45.935656,-122.43726,2982,68.235,43.70191251
98221,Anacortes,WA,Washington,48.495234,-122.61976,20429,53.101,384.7196851
99401,Anatone,WA,Washington,46.086657,-117.2491,273,219.754,1.242298206
98303,Anderson Island,WA,Washington,47.16438,-122.69584,1037,7.75,133.8064516
98602,Appleton,WA,Washington,45.844123,-121.29141,200,55.997,3.571619908
98811,Ardenvoir,WA,Washington,47.737028,-120.37126,71,5.183,13.69863014
98603,Ariel,WA,Washington,46.001752,-122.45624,1017,116.813,8.706222766
98223,Arlington,WA,Washington,48.203856,-122.05288,40815,319.598,127.7073073
98304,Ashford,WA,Washington,46.75523,-122.01544,759,343.985,2.206491562
99402,Asotin,WA,Washington,46.230508,-117.12916,1875,286.446,6.545736369
98092,Auburn,WA,Washington,47.297285,-122.16328,39816,44.629,892.155325
98002,Auburn,WA,Washington,47.304221,-122.21602,31647,7.148,4427.392278
98110,Bainbridge Islan,WA,Washington,47.65526,-122.53508,23025,27.614,833.8161802
98224,Baring,WA,Washington,47.763755,-121.47607,294,197.09,1.491704298
98604,Battle Ground,WA,Washington,45.791345,-122.51789,34232,72.327,473.2948968
98527,Bay Center,WA,Washington,46.630051,-123.95463,324,10.034,32.29021327
98528,Bear Creek,WA,Washington,47.445292,-122.88417,9983,72.983,136.7852788
98004,Beaux Arts,WA,Washington,47.618371,-122.20308,27946,7.069,3953.317301
98305,Beaver,WA,Washington,48.066605,-124.30909,358,119.854,2.986967477
98008,Bellevue,WA,Washington,47.609222,-122.1155,24411,5.528,4415.882779
98007,Bellevue,WA,Washington,47.610935,-122.14104,24889,4.383,5678.530687
98005,Bellevue,WA,Washington,47.611021,-122.16858,17714,7.498,2362.496666
98006,Bellevue,WA,Washington,47.562975,-122.1526,36364,10.71,3395.331466
98226,Bellingham,WA,Washington,48.759079,-122.43597,41235,107.229,384.5508211
98225,Bellingham,WA,Washington,48.747578,-122.48508,46172,12.567,3674.067001
99105,Benge,WA,Washington,46.866805,-118.13247,61,120.864,0.504699497
99320,Benton City,WA,Washington,46.263399,-119.47909,9201,138.878,66.25239419
99321,Beverly,WA,Washington,46.834349,-119.93088,531,36.968,14.36377407
99322,Bickleton,WA,Washington,45.963054,-120.25547,217,246.847,0.879087046
98010,Black Diamond,WA,Washington,47.317802,-122.01479,5025,15.055,333.7761541
98230,Blaine,WA,Washington,48.961443,-122.73714,15710,43.764,358.9708436
98222,Blakely Island,WA,Washington,48.586563,-122.80317,33,6.611,4.991680532
98390,Bonney Lake,WA,Washington,47.196364,-122.1887,10461,9.665,1082.359027
98021,Bothell,WA,Washington,47.790653,-122.22021,26722,10.14,2635.30572
98011,Bothell,WA,Washington,47.751471,-122.20257,29212,8.189,3567.224325
98232,Bow,WA,Washington,48.559548,-122.41375,3920,53.499,73.27239761
98312,Bremerton,WA,Washington,47.564437,-122.71293,30203,61.443,491.5612844
98310,Bremerton,WA,Washington,47.58675,-122.62371,18703,5.961,3137.560812
98311,Bremerton,WA,Washington,47.629717,-122.63493,25880,10.857,2383.715575
98337,Bremerton,WA,Washington,47.569167,-122.63479,6697,1.037,6458.052073
