"MISSED_PROMO_ID","SYS_ID","VER_ID","VEND_NO","VEND_NAME","INV_NO","INV_DATE","PO_NO","PO_DATE","CAT_CD","PROD_CODE","ITEM_NO","ITEM_DESC","PACKSIZE","PACK_CNT","QTY_ORD","CASE_QTY","LISTPRICE","OI_AMT","BB_AMT","NET_COST","EXT_AMT","WHSE","RECV_NO","RECV_DATE","ITEM_RECV","CASE_RECV","DEAL_NO","DEAL_TYPE","DEAL_FIRST_ORD","DEAL_LAST_ORD","DEAL_FIRST_SHIP","DEAL_LAST_SHIP","DEAL_OI_AMT","DEAL_BB_AMT","NET_COST_SB","EXT_AMT_SB","CLAIM_AMT"
40572,"518","82A","010412","PANOSTRA","863876","2003/12/07","132647","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,96,4,1.698,0,0,1.698,163.01,"330","0205611591","2003/12/10",96,4,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,148.95,14.06
40572,"518","82A","010412","PANOSTRA","863834","2003/12/07","156093","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,816,34,1.698,0.05,0,1.648,1344.77,"135","0205611584","2003/12/12",816,34,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1266.11,78.66
40572,"518","82A","010412","PANOSTRA","863870","2003/12/07","110089","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,96,4,1.698,0.1464,0,1.5516,148.95,"315","0205611590","2003/12/12",96,4,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40572,"518","82A","010412","PANOSTRA","863840","2003/12/07","178565","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,456,19,1.698,0,0,1.698,774.29,"141","0205611585","2003/12/11",456,19,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,707.53,66.76
40572,"518","82A","010412","PANOSTRA","863828","2003/12/07","132645","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,1032,43,1.698,0.1464,0,1.5516,1601.25,"121","0205611583","2003/12/12",1032,43,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40572,"518","82A","010412","PANOSTRA","863864","2003/12/07","178566","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,864,36,1.698,0,0,1.698,1467.07,"292","0205611589","2003/12/10",864,36,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1340.58,126.49
40572,"518","82A","010412","PANOSTRA","863858","2003/12/07","156094","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,1152,48,1.698,0,0,1.698,1956.1,"271","0205611588","2003/12/09",1152,48,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1787.44,168.66
40572,"518","82A","010412","PANOSTRA","863822","2003/12/07","110087","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,480,20,1.698,0,0,1.698,815.04,"108","0205611582","2003/12/09",480,20,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,744.77,70.27
40572,"518","82A","010412","PANOSTRA","863882","2003/12/07","156095","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,96,4,1.698,0,0,1.698,163.01,"350","0205611592","2003/12/09",96,4,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,148.95,14.06
40572,"518","82A","010412","PANOSTRA","863888","2003/12/09","178567","2003/12/04","BKY","0003026049030","00290135","FINEST FRENCH ROLLS - FRENCH SOUP","24 X 4 CNT",24,48,2,1.698,0,0,1.698,81.5,"370","0205611593","2003/12/09",48,2,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,74.48,7.02
40677,"518","82A","010412","PANOSTRA","863882","2003/12/07","156095","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,288,16,1.868,0,0,1.868,537.98,"350","0205611592","2003/12/09",288,16,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,495.82,42.16
40677,"518","82A","010412","PANOSTRA","863888","2003/12/09","178567","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,144,8,1.868,0,0,1.868,268.99,"370","0205611593","2003/12/09",144,8,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,247.91,21.08
40677,"518","82A","010412","PANOSTRA","863822","2003/12/07","110087","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,468,26,1.868,0,0,1.868,874.22,"108","0205611582","2003/12/09",468,26,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,805.71,68.51
40677,"518","82A","010412","PANOSTRA","863834","2003/12/07","156093","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,180,10,1.868,0.05,0,1.818,327.24,"135","0205611584","2003/12/12",180,10,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,309.89,17.35
40677,"518","82A","010412","PANOSTRA","863858","2003/12/07","156094","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,702,39,1.868,0,0,1.868,1311.34,"271","0205611588","2003/12/09",702,39,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,1208.56,102.78
40677,"518","82A","010412","PANOSTRA","863870","2003/12/07","110089","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,414,23,1.868,0.1464,0,1.7216,712.74,"315","0205611590","2003/12/12",414,23,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40677,"518","82A","010412","PANOSTRA","863828","2003/12/07","132645","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,810,45,1.868,0.1464,0,1.7216,1394.5,"121","0205611583","2003/12/12",810,45,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40677,"518","82A","010412","PANOSTRA","863864","2003/12/07","178566","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,396,22,1.868,0,0,1.868,739.73,"292","0205611589","2003/12/10",396,22,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,681.75,57.98
40677,"518","82A","010412","PANOSTRA","863876","2003/12/07","132647","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,306,17,1.868,0,0,1.868,571.61,"330","0205611591","2003/12/10",306,17,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,526.81,44.8
40677,"518","82A","010412","PANOSTRA","863852","2003/12/07","132646","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,666,37,1.868,0,0,1.868,1244.09,"252","0205611587","2003/12/11",666,37,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,1146.59,97.5
40677,"518","82A","010412","PANOSTRA","863840","2003/12/07","178565","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,216,12,1.868,0,0,1.868,403.49,"141","0205611585","2003/12/11",216,12,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,371.87,31.62
40677,"518","82A","010412","PANOSTRA","863846","2003/12/07","110088","2003/12/04","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,468,26,1.868,0,0,1.868,874.22,"240","0205611586","2003/12/11",468,26,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,805.71,68.51
40680,"518","82A","010412","PANOSTRA","864056","2003/12/18","178574","2003/12/15","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,378,21,1.868,0,0,1.868,706.1,"141","0205611621","2003/12/20",378,21,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.7216,650.76,55.34
40680,"518","82A","010412","PANOSTRA","864074","2003/12/23","156103","2003/12/15","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,198,11,1.868,0.1464,0,1.7216,340.88,"271","0205611624","2003/12/20",198,11,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40680,"518","82A","010412","PANOSTRA","864062","2003/12/18","110097","2003/12/15","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,378,21,1.868,0.1464,0,1.7216,650.76,"240","0205611622","2003/12/20",378,21,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40680,"518","82A","010412","PANOSTRA","864086","2003/12/27","110098","2003/12/15","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,234,13,1.868,0.1464,0,1.7216,402.85,"315","0205611626","2003/12/18",234,13,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40680,"518","82A","010412","PANOSTRA","864104","2003/12/18","178576","2003/12/15","BKY","0003026049040","00290171","FINEST FRENCH ROLLS - FRENCH SOUP","18 X 6 CNT",18,234,13,1.868,0.1464,0,1.7216,402.85,"370","0205611629","2003/12/20",234,13,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863918","2003/12/11","110091","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1080,90,2.125,0.1417,0,1.9833,2141.96,"240","0205611598","2003/12/15",1080,90,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863936","2003/12/20","178569","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1020,85,2.125,0.1417,0,1.9833,2022.97,"292","0205611601","2003/12/10",1020,85,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863942","2003/12/11","110092","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1644,137,2.125,0.1417,0,1.9833,3260.55,"315","0205611602","2003/12/15",1644,137,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863906","2003/12/11","156096","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,120,10,2.125,0,0,2.125,255,"135","0205611596","2003/12/15",120,10,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.9833,238,17
40776,"518","82A","010412","PANOSTRA","863930","2003/12/11","156097","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1740,145,2.125,0.1417,0,1.9833,3450.94,"271","0205611600","2003/12/16",1740,145,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863924","2003/12/11","132649","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1704,142,2.125,0.1417,0,1.9833,3379.54,"252","0205611599","2003/12/13",1704,142,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863960","2003/12/11","178570","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,936,78,2.125,0.1417,0,1.9833,1856.37,"370","0205611605","2003/12/15",936,78,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863954","2003/12/11","156098","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,2076,173,2.125,0.1417,0,1.9833,4117.33,"350","0205611604","2003/12/14",2076,173,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40776,"518","82A","010412","PANOSTRA","863948","2003/12/11","132650","2003/12/08","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,2352,196,2.125,0.1417,0,1.9833,4664.72,"330","0205611603","2003/12/16",2352,196,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","864020","2003/12/14","132653","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1476,123,2.125,0.1417,0,1.9833,2927.35,"330","0205611615","2003/12/18",1476,123,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","864026","2003/12/14","156101","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,2076,173,2.125,0.1417,0,1.9833,4117.33,"350","0205611616","2003/12/19",2076,173,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","863984","2003/12/14","178571","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,48,4,2.125,0,0,2.125,102,"141","0205611609","2003/12/18",48,4,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.9833,95.2,6.8
40777,"518","82A","010412","PANOSTRA","864032","2003/12/14","178573","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,360,30,2.125,0.1417,0,1.9833,713.99,"370","0205611617","2003/12/17",360,30,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","864002","2003/12/14","156100","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1476,123,2.125,0.1417,0,1.9833,2927.35,"271","0205611612","2003/12/19",1476,123,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","863990","2003/12/14","110094","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,588,49,2.125,0.1417,0,1.9833,1166.18,"240","0205611610","2003/12/17",588,49,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","864008","2003/12/14","178572","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1020,85,2.125,0.1417,0,1.9833,2022.97,"292","0205611613","2003/12/18",1020,85,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","864014","2003/12/14","110095","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,1068,89,2.125,0.1417,0,1.9833,2118.16,"315","0205611614","2003/12/18",1068,89,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40777,"518","82A","010412","PANOSTRA","863996","2003/12/14","132652","2003/12/11","BKY","0003026049050","00290213","FINEST FRENCH ROLLS - FRENCH SOUP","12 X 8 CNT",12,2040,170,2.125,0.1417,0,1.9833,4045.93,"252","0205611611","2003/12/17",2040,170,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40863,"518","82A","010412","PANOSTRA","863888","2003/12/09","178567","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,336,14,1.698,0,0,1.698,570.53,"370","0205611593","2003/12/09",336,14,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,521.34,49.19
40863,"518","82A","010412","PANOSTRA","863852","2003/12/07","132646","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,1176,49,1.698,0,0,1.698,1996.85,"252","0205611587","2003/12/11",1176,49,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1824.68,172.17
40863,"518","82A","010412","PANOSTRA","863828","2003/12/07","132645","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,1080,45,1.698,0.1464,0,1.5516,1675.73,"121","0205611583","2003/12/12",1080,45,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40863,"518","82A","010412","PANOSTRA","863882","2003/12/07","156095","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,744,31,1.698,0,0,1.698,1263.31,"350","0205611592","2003/12/09",744,31,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1154.39,108.92
40863,"518","82A","010412","PANOSTRA","863858","2003/12/07","156094","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,840,35,1.698,0,0,1.698,1426.32,"271","0205611588","2003/12/09",840,35,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1303.34,122.98
40863,"518","82A","010412","PANOSTRA","863846","2003/12/07","110088","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,840,35,1.698,0,0,1.698,1426.32,"240","0205611586","2003/12/11",840,35,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1303.34,122.98
40863,"518","82A","010412","PANOSTRA","863834","2003/12/07","156093","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,480,20,1.698,0.05,0,1.648,791.04,"135","0205611584","2003/12/12",480,20,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,744.77,46.27
40863,"518","82A","010412","PANOSTRA","863876","2003/12/07","132647","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,672,28,1.698,0,0,1.698,1141.06,"330","0205611591","2003/12/10",672,28,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,1042.68,98.38
40863,"518","82A","010412","PANOSTRA","863840","2003/12/07","178565","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,408,17,1.698,0,0,1.698,692.78,"141","0205611585","2003/12/11",408,17,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,633.05,59.73
40863,"518","82A","010412","PANOSTRA","863864","2003/12/07","178566","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,576,24,1.698,0,0,1.698,978.05,"292","0205611589","2003/12/10",576,24,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,893.72,84.33
40863,"518","82A","010412","PANOSTRA","863822","2003/12/07","110087","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,480,20,1.698,0,0,1.698,815.04,"108","0205611582","2003/12/09",480,20,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,744.77,70.27
40863,"518","82A","010412","PANOSTRA","863870","2003/12/07","110089","2003/12/04","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,456,19,1.698,0.1464,0,1.5516,707.53,"315","0205611590","2003/12/12",456,19,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40866,"518","82A","010412","PANOSTRA","864056","2003/12/18","178574","2003/12/15","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,456,19,1.698,0.1464,0,1.5516,707.53,"141","0205611621","2003/12/20",456,19,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40866,"518","82A","010412","PANOSTRA","864086","2003/12/27","110098","2003/12/15","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,312,13,1.698,0,0,1.698,529.78,"315","0205611626","2003/12/18",312,13,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,1.5516,484.1,45.68
40866,"518","82A","010412","PANOSTRA","864104","2003/12/18","178576","2003/12/15","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,312,13,1.698,0.1464,0,1.5516,484.1,"370","0205611629","2003/12/20",312,13,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40866,"518","82A","010412","PANOSTRA","864062","2003/12/18","110097","2003/12/15","BKY","0003026049060","00290231","FINEST FRENCH ROLLS - SANDWICH ROUND","24 X 4 CNT",24,288,12,1.698,0.1464,0,1.5516,446.86,"240","0205611622","2003/12/20",288,12,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1464,0,0,0,0
40950,"518","82A","010412","PANOSTRA","863864","2003/12/07","178566","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,270,15,1.868,0,0,1.868,504.36,"292","0205611589","2003/12/10",270,15,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,466.1,38.26
40950,"518","82A","010412","PANOSTRA","863834","2003/12/07","156093","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,54,3,1.868,0.05,0,1.818,98.17,"135","0205611584","2003/12/12",54,3,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,93.22,4.95
40950,"518","82A","010412","PANOSTRA","863840","2003/12/07","178565","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,162,9,1.868,0,0,1.868,302.62,"141","0205611585","2003/12/11",162,9,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,279.66,22.96
40950,"518","82A","010412","PANOSTRA","863846","2003/12/07","110088","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,450,25,1.868,0,0,1.868,840.6,"240","0205611586","2003/12/11",450,25,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,776.83,63.77
40950,"518","82A","010412","PANOSTRA","863876","2003/12/07","132647","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,342,19,1.868,0,0,1.868,638.86,"330","0205611591","2003/12/10",342,19,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,590.39,48.47
40950,"518","82A","010412","PANOSTRA","863870","2003/12/07","110089","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,324,18,1.868,0.1464,0,1.7216,557.8,"315","0205611590","2003/12/12",324,18,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40950,"518","82A","010412","PANOSTRA","863858","2003/12/07","156094","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,684,38,1.868,0,0,1.868,1277.71,"271","0205611588","2003/12/09",684,38,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,1180.79,96.92
40950,"518","82A","010412","PANOSTRA","863852","2003/12/07","132646","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,864,48,1.868,0,0,1.868,1613.95,"252","0205611587","2003/12/11",864,48,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,1491.52,122.43
40950,"518","82A","010412","PANOSTRA","863882","2003/12/07","156095","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,126,7,1.868,0,0,1.868,235.37,"350","0205611592","2003/12/09",126,7,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,217.51,17.86
40950,"518","82A","010412","PANOSTRA","863828","2003/12/07","132645","2003/12/04","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,108,6,1.868,0.1464,0,1.7216,185.93,"121","0205611583","2003/12/12",108,6,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
40951,"518","82A","010412","PANOSTRA","863906","2003/12/11","156096","2003/12/08","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,396,22,1.868,0,0,1.868,739.73,"135","0205611596","2003/12/15",396,22,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,1.7263,683.61,56.12
40951,"518","82A","010412","PANOSTRA","863936","2003/12/20","178569","2003/12/08","BKY","0003026049070","00290259","FINEST FRENCH ROLLS - SANDWICH ROUND","18 X 6 CNT",18,1638,91,1.868,0.1417,0,1.7263,2827.68,"292","0205611601","2003/12/10",1638,91,"1028408","OI","2003/12/07","2003/12/14","2003/12/14","2003/12/21",0.1417,0,0,0,0
